ISSN,ALPVM,LOPVM,LEVIKKI,LEVIKKI_S
0789-8274,01.01.1992,31.12.1992,3132,
0789-8274,01.01.1990,31.12.1991,2751,
1236-7524,01.01.1999,31.12.1999,72710,
1236-7524,01.01.1998,31.12.1998,71200,
1236-7524,01.01.1997,31.12.1997,66420,
1236-7524,01.01.1990,31.12.1996,62050,
0782-5846,01.01.1996,,6115,
0782-5846,01.01.1994,31.12.1995,7646,
0782-5846,01.01.1990,31.12.1993,9370,
0356-2492,01.01.1998,31.12.1998,8610,
0356-2492,01.01.1996,31.12.1997,8206,
0356-2492,01.01.1995,31.12.1995,8258,
0356-2492,01.01.1994,31.12.1994,8594,
0356-2492,01.01.1992,31.12.1993,9415,
0356-2492,01.01.1990,31.12.1991,9743,
0782-6753,01.01.1996,31.12.1997,5044,
0782-6753,01.01.1994,31.12.1995,5502,
0782-6753,01.01.1992,31.12.1993,6026,
0782-6753,01.01.1990,31.12.1991,6131,
0357-9298,01.01.1998,31.12.1998,30217,
0357-9298,01.01.1997,31.12.1997,30706,
0357-9298,01.01.1996,31.12.1996,31663,
0357-9298,01.01.1995,31.12.1995,32469,
0357-9298,01.01.1994,31.12.1994,33223,
0357-9298,01.01.1992,31.12.1992,34201,
0357-9298,01.01.1991,31.12.1991,34414,
0357-9298,01.01.1990,31.12.1990,34783,
0358-1705,01.01.1998,31.12.1998,48475,
0358-1705,01.01.1997,31.12.1997,48639,
0358-1705,01.01.1996,31.12.1996,50255,
0358-1705,01.01.1994,31.12.1995,52516,
0358-1705,01.01.1992,31.12.1992,55693,
0358-1705,01.01.1991,31.12.1991,56604,
0358-1705,01.01.1990,31.12.1990,56151,
0359-1387,01.01.1996,31.12.1996,24240,
0359-1387,01.01.1994,31.12.1995,23613,
0359-1387,01.01.1990,31.12.1993,24701,
0356-1399,01.01.1998,31.12.1999,9118,
0356-1399,01.01.1996,31.12.1997,9143,
0356-1399,01.01.1994,31.12.1995,9563,
0356-1399,01.01.1992,31.12.1993,9784,
0356-1399,01.01.1991,31.12.1991,9815,
0359-4491,01.01.1996,31.12.1997,4736,
0359-4491,01.01.1994,31.12.1995,4025,
0359-4491,01.01.1990,31.12.1993,4030,
0359-1441,01.01.1997,31.12.1999,7768,
0359-1441,01.01.1996,31.12.1996,7577,
0359-1441,01.01.1994,31.12.1995,8013,
0359-1441,01.01.1993,31.12.1993,8220,
0359-1441,01.01.1992,31.12.1992,8137,
0359-1441,01.01.1991,31.12.1991,8211,
0359-1441,01.01.1990,31.12.1990,8056,
0356-1844,01.01.1998,31.12.1998,26855,
0356-1844,01.01.1997,31.12.1997,26866,
0356-1844,01.01.1996,31.12.1996,26700,
0356-1844,01.01.1995,31.12.1995,26757,
0356-1844,01.01.1994,31.12.1994,26922,
0356-1844,01.01.1993,31.12.1993,27189,
0356-1844,01.01.1992,31.12.1992,27353,
0356-1844,01.01.1991,31.12.1991,27485,
0356-1844,01.01.1990,31.12.1990,27385,
0789-0737,01.01.1998,31.12.1998,34405,
0789-0737,01.01.1997,31.12.1997,35362,
0789-0737,01.01.1996,31.12.1996,45543,
0789-0737,01.01.1994,31.12.1995,50250,
0789-0737,01.01.1992,31.12.1993,64350,
0789-0737,01.01.1991,31.12.1991,65009,
0789-0737,01.01.1990,31.12.1990,64534,
0451-5560,01.01.1997,31.12.1997,78948,
0451-5560,01.01.1996,31.12.1996,78723,
0451-5560,01.01.1995,31.12.1995,78211,
0451-5560,01.01.1994,31.12.1994,76047,
0451-5560,01.01.1993,31.12.1993,78705,
0451-5560,01.01.1992,31.12.1992,82349,
0451-5560,01.01.1991,31.12.1991,84068,
0451-5560,01.01.1990,31.12.1990,83627,
0356-3502,01.01.1998,31.12.1998,24090,
0356-3502,01.01.1997,31.12.1997,24200,
0356-3502,01.01.1996,31.12.1996,24960,
0356-3502,01.01.1994,31.12.1995,26230,
0356-3502,01.01.1993,31.12.1993,28393,
0356-3502,01.01.1992,31.12.1992,30034,
0356-3502,01.01.1991,31.12.1991,30408,
0356-3502,01.01.1990,31.12.1990,30357,
0789-7820,01.01.1997,31.12.1997,27458,
0789-7820,01.01.1996,31.12.1996,27359,
0789-7820,01.01.1994,31.12.1995,27169,
0789-7820,01.01.1993,31.12.1993,26478,
0789-7820,01.01.1990,31.12.1992,26080,
0782-5404,01.01.1998,31.12.2000,21490,
0782-5404,01.01.1997,31.12.1997,21467,
0782-5404,01.01.1996,31.12.1996,20899,
0782-5404,01.01.1995,31.12.1995,20976,
0782-5404,01.01.1994,31.12.1994,20885,
0782-5404,01.01.1993,31.12.1993,21249,
0782-5404,01.01.1992,31.12.1992,21506,
0782-5404,01.01.1991,31.12.1991,21758,
0782-5404,01.01.1990,31.12.1990,21539,
0782-663X,01.01.1997,31.12.1997,14826,
0782-663X,01.01.1996,31.12.1996,14804,
0782-663X,01.01.1995,31.12.1995,14988,
0782-663X,01.01.1994,31.12.1994,15258,
0782-663X,01.01.1993,31.12.1993,15612,
0782-663X,01.01.1992,31.12.1992,15971,
0782-663X,01.01.1991,31.12.1991,16261,
0782-663X,01.01.1990,31.12.1990,16248,
0783-3709,01.01.1997,31.12.1997,6537,
0783-3709,01.01.1996,31.12.1996,6486,
0783-3709,01.01.1995,31.12.1995,6704,
0783-3709,01.01.1994,31.12.1994,6369,
0783-3709,01.01.1992,31.12.1993,6957,
0783-3709,01.01.1990,31.12.1991,7009,
0783-3261,01.01.1998,31.12.1998,13390,
0783-3261,01.01.1997,31.12.1997,12940,
0783-3261,01.01.1996,31.12.1996,12838,
0783-3261,01.01.1995,31.12.1995,13016,
0783-3261,01.01.1994,31.12.1994,13199,
0783-3261,01.01.1993,31.12.1993,13712,
0783-3261,01.01.1992,31.12.1992,14168,
0783-3261,01.01.1991,31.12.1991,14059,
0783-3261,01.01.1990,31.12.1990,13856,
0782-551X,01.01.1997,31.12.1999,16700,
0782-551X,01.01.1996,31.12.1996,16520,
0782-551X,01.01.1990,31.12.1995,16400,
0355-9246,01.01.1990,31.12.2000,35000,
0355-6913,01.01.1998,31.12.1998,132925,140892
0355-6913,01.01.1997,31.12.1997,131444,138987
0355-6913,01.01.1996,31.12.1996,129658,137270
0355-6913,01.01.1995,31.12.1995,129806,137510
0355-6913,01.01.1994,31.12.1994,131895,138334
0355-6913,01.01.1993,31.12.1993,135184,141568
0355-6913,01.01.1992,31.12.1992,140236,146709
0789-8169,01.01.1996,31.12.1997,8796,
0355-6913,01.01.1991,31.12.1991,144567,151146
0355-6913,01.01.1990,31.12.1990,145162,152220
0789-8169,01.01.1994,31.12.1995,9524,
0789-8169,01.01.1992,31.12.1993,10607,
0789-8169,01.01.1990,31.12.1991,10971,
0356-5653,01.01.1997,31.12.1998,4386,
0356-5653,01.01.1996,31.12.1996,4377,
0356-5653,01.01.1993,31.12.1995,4363,
0356-5653,01.01.1991,31.12.1992,4498,
0356-5653,01.01.1990,31.12.1990,4522,
0355-5461,01.01.1982,,85533,
0355-5461,01.01.1972,31.12.1981,86411,
0355-5461,01.01.1961,31.12.1971,91800,
0355-5461,01.01.1948,31.12.1960,104730,
0355-5461,01.01.1939,31.12.1947,64678,
0355-5461,01.01.1930,31.12.1938,43888,
0355-5461,01.01.1919,31.12.1929,25000,
0356-3553,01.01.1997,31.12.1997,4969,
0356-3553,01.01.1996,31.12.1996,4966,
0356-3553,01.01.1995,31.12.1995,5115,
0356-3553,01.01.1993,31.12.1994,5408,
0356-3553,01.01.1991,31.12.1992,5715,
0356-3553,01.01.1990,31.12.1990,5659,
0785-997X,01.01.1997,31.12.1997,81900,
0785-997X,01.01.1996,31.12.1996,86420,
0785-997X,01.01.1995,31.12.1995,85343,
0785-997X,01.01.1994,31.12.1994,83683,
0785-997X,01.01.1993,31.12.1993,84924,
0785-997X,01.01.1992,31.12.1992,100105,
0785-997X,01.01.1991,31.12.1991,98615,
0785-997X,01.01.1990,31.12.1990,94615,
0356-2301,01.01.1997,31.12.1997,5449,
0356-2301,01.01.1996,31.12.1996,5310,
0356-2301,01.01.1994,31.12.1995,6286,
0356-2301,01.01.1992,31.12.1993,6754,
0356-2301,01.01.1990,31.12.1991,6505,
0356-1860,01.01.1997,31.12.1998,7423,
0356-1860,01.01.1995,31.12.1996,7558,
0356-1860,01.01.1993,31.12.1994,8014,
0356-1860,01.01.1992,31.12.1992,8242,
0356-1860,01.01.1991,31.12.1991,8550,
0356-1860,01.01.1990,31.12.1990,8532,
0787-4987,01.01.1996,31.12.1998,5947,
0787-4987,01.01.1994,31.12.1995,6301,
0787-4987,01.01.1992,31.12.1993,7706,
0787-4987,01.01.1990,31.12.1991,6966,
0356-1674,01.01.1997,31.12.1997,12085,
0356-1674,01.01.1996,31.12.1996,12071,
0356-1674,01.01.1995,31.12.1995,12340,
0356-1674,01.01.1994,31.12.1994,12011,
0356-1674,01.01.1991,31.12.1993,14054,
0356-1674,01.01.1990,31.12.1990,15023,
1235-9246,01.01.1998,31.01.2001,25669,
1235-9246,01.01.1996,31.12.1997,25526,
1235-9246,01.01.1994,31.12.1995,33466,
1235-9246,01.01.1992,31.12.1993,37584,
1235-9246,01.01.1990,31.12.1991,36013,
0783-0025,01.01.1998,31.12.1998,118460,
0783-0025,01.01.1997,31.12.1997,110597,
0783-0025,01.01.1996,31.12.1996,103896,
0783-0025,01.01.1995,31.12.1995,101980,
0783-0025,01.01.1994,31.12.1994,101013,
0783-0025,01.01.1993,31.12.1993,108022,
0783-0025,01.01.1992,31.12.1992,116036,
0783-0025,01.01.1991,31.12.1991,113544,
0783-0025,01.01.1990,31.12.1990,103818,
0356-3588,01.01.1998,31.12.2001,10923,
0356-3588,04.01.1994,02.01.1997,9120,
0356-3588,01.02.1992,03.01.1994,14013,
0356-3588,01.01.1990,31.12.1992,10356,
0782-6559,01.01.1998,31.12.1998,10846,
0782-6559,01.01.1997,31.12.1997,11196,
0782-6559,01.01.1996,31.12.1996,10823,
0782-6559,01.01.1995,31.12.1995,11097,
0782-6559,01.01.1994,31.12.1994,11506,
0782-6559,01.01.1993,31.12.1993,11821,
0782-6559,01.01.1992,31.12.1992,12205,
0782-6559,01.01.1991,31.12.1991,12402,
0782-6559,01.01.1990,31.12.1990,12313,
0356-4444,01.01.1998,31.12.1998,22826,
0356-4444,01.01.1997,31.12.1997,23268,
0356-4444,01.01.1996,31.12.1996,23205,
0356-4444,01.01.1995,31.12.1995,23163,
0356-4444,01.01.1994,31.12.1994,23502,
0356-4444,01.01.1993,31.12.1993,23943,
0356-4444,01.01.1992,31.12.1992,24025,
0356-4444,01.01.1991,31.12.1991,24009,
0356-4444,01.01.1990,31.12.1990,23617,
0355-8746,01.01.1999,31.12.1999,56915,
0355-8746,01.01.1997,31.12.1998,56565,
0355-8746,01.01.1994,31.12.1996,58086,
0355-8746,01.01.1993,31.12.1993,59255,
0355-8746,01.01.1992,31.12.1992,61313,
0355-8746,01.01.1991,31.12.1991,62620,
0355-8746,01.01.1990,31.12.1990,62630,
0355-6085,01.01.1995,31.12.1999,18000,
0355-6085,01.01.1993,31.12.1994,20842,
0355-6085,01.01.1990,31.12.1992,24126,
0356-0996,01.01.1997,31.12.1997,12059,
0356-0996,01.01.1996,31.12.1996,12329,
0356-0996,01.01.1995,31.12.1995,12316,
0356-0996,01.01.1994,31.12.1994,12499,
0356-0996,01.01.1993,31.12.1993,12864,
0356-0996,01.01.1992,31.12.1992,13471,
0356-0996,01.01.1991,31.12.1991,13679,
0356-0996,01.01.1990,31.12.1990,13954,
0358-478X,01.01.1997,31.12.1998,11360,
0358-478X,01.01.1995,31.12.1996,12033,
0358-478X,01.01.1993,31.12.1994,12251,
0358-478X,01.01.1991,31.12.1992,12758,
0358-478X,01.01.1990,31.12.1990,12790,
0355-3787,01.01.1998,31.12.1998,95008,
0355-3787,01.01.1997,31.12.1997,97677,
0355-3787,01.01.1996,31.12.1996,100975,
0355-3787,01.01.1995,31.12.1995,103645,
0355-3787,01.01.1994,31.12.1994,105523,
0355-3787,01.01.1993,31.12.1993,110951,
0355-3787,01.01.1992,31.12.1992,116883,
0355-3787,01.01.1991,31.12.1991,122343,
0355-3787,01.01.1990,31.12.1990,124838,
0355-2055,01.01.1997,31.12.1997,220962,
0355-2055,01.01.1996,31.12.1996,209490,233263
0355-2055,01.01.1995,31.12.1995,213639,
0355-2055,01.01.1994,31.12.1994,220090,
0355-2055,01.01.1993,31.12.1993,212398,
0355-2055,01.01.1992,31.12.1992,209098,
0355-2055,01.01.1991,31.12.1991,223815,
0356-2239,01.01.1995,31.12.2000,9135,
0356-2239,01.01.1994,31.12.1994,7915,
0356-2239,01.01.1990,31.12.1993,7089,
0355-9149,01.01.1997,31.12.1997,10552,
0355-9149,01.01.1996,31.12.1996,10687,
0355-9149,01.01.1995,31.12.1995,11101,
0355-9149,01.01.1994,31.12.1994,11140,
0355-9149,01.01.1993,31.12.1993,11107,
0355-9149,01.01.1992,31.12.1992,11384,
0355-9149,01.01.1991,31.12.1991,11502,
0355-9149,01.01.1990,31.12.1990,11488,
0355-2047,01.01.1998,31.12.1998,472666,548724
0355-2047,01.01.1997,31.12.1997,475091,548724
0355-2047,01.01.1996,31.12.1996,470657,561044
0355-2047,01.01.1994,31.12.1994,475910,564396
0355-2047,01.01.1993,31.12.1993,480866,571472
0355-2047,01.01.1992,31.12.1992,486856,576681
0355-2047,01.01.1991,31.12.1991,482453,571158
0355-2047,01.01.1990,31.12.1990,477215,565048
0355-2047,01.01.1985,31.12.1985,427335,
0356-2751,01.01.1998,31.12.1998,30388,
0355-2047,01.01.1984,31.12.1984,425589,
0355-2047,01.01.1983,31.12.1983,418607,
0355-2047,01.01.1982,31.12.1982,410913,
0355-2047,01.01.1981,31.12.1981,402280,
0355-2047,01.01.1980,31.12.1989,393697,
0355-2047,01.01.1979,31.12.1979,379753,
0355-2047,01.01.1978,31.12.1978,368351,
0355-2047,01.01.1977,31.12.1977,356845,
0355-2047,01.01.1976,31.12.1976,346910,
0355-2047,01.01.1975,31.12.1975,327275,
0355-2047,01.01.1974,31.12.1974,318953,
0355-2047,01.01.1973,31.12.1973,311438,
0355-2047,01.01.1972,31.12.1972,305016,
0355-2047,01.01.1971,31.12.1971,289704,
0355-2047,01.01.1970,31.12.1970,274580,
0355-2047,01.01.1969,31.12.1969,265956,
0355-2047,01.01.1968,31.12.1968,265153,
0355-2047,01.01.1967,31.12.1967,265024,
0355-2047,01.01.1966,31.12.1966,257080,
0355-2047,01.01.1965,31.12.1965,256122,
0355-2047,01.01.1964,31.12.1964,257800,
0355-2047,01.01.1962,31.12.1962,260500,
0355-2047,01.01.1961,31.12.1961,253000,
0355-2047,01.01.1960,31.12.1960,251500,
0355-2047,01.01.1950,31.12.1950,168208,
0355-2047,01.01.1940,31.12.1940,124673,
0355-2047,01.01.1930,31.12.1930,64900,
0355-2047,01.01.1920,31.12.1920,44200,
0355-2047,01.01.1914,31.12.1914,26000,
0355-2047,01.01.1910,31.12.1910,14300,
0355-2047,01.01.1905,31.12.1905,6000,
0356-2751,01.01.1995,31.12.1997,30533,
0356-2751,01.01.1994,31.12.1994,30380,
0356-2751,01.01.1993,31.12.1993,30291,
0356-2751,01.01.1992,31.12.1992,32129,
0356-2751,01.01.1991,31.12.1991,33344,
0356-2751,01.01.1990,31.12.1990,33119,
0789-8150,01.01.1997,31.12.1997,5715,
0789-8150,01.01.1995,31.12.1996,6389,
0789-8150,01.01.1994,31.12.1994,6803,
0789-8150,01.01.1991,31.12.1993,7298,
0789-8150,01.01.1990,31.12.1990,7035,
0359-5056,01.01.1998,31.12.1998,62251,
0359-5056,01.01.1997,31.12.1997,63037,
0359-5056,01.01.1996,31.12.1996,62877,
0359-5056,01.01.1995,31.12.1995,62279,
0359-5056,01.01.1994,31.12.1994,64552,
0359-5056,01.01.1993,31.12.1993,66074,
0359-5056,01.01.1992,31.12.1992,69464,
1457-4543,01.01.1861,31.12.1861,400,
0359-5056,01.01.1991,31.12.1991,71252,
0359-5056,01.01.1990,31.12.1990,71018,
1458-2619,01.01.1902,,5800,
1458-2619,01.01.1901,03.07.1904,7000,
1458-2619,16.11.1889,31.12.1901,6500,
1457-456X,08.01.1846,,685,
1457-456X,01.01.1845,31.12.1845,683,
1457-456X,04.01.1844,31.12.1844,707,
0783-9812,01.01.1995,,4486,
0783-9812,01.01.1992,31.12.1994,4870,
0783-9812,01.01.1991,31.12.1991,5485,
0783-9812,01.01.1990,31.12.1990,5469,
1457-4705,01.01.1866,31.12.1866,860,
1457-4705,01.01.1860,31.12.1860,1240,
1457-4705,01.01.1855,31.12.1855,3862,
1457-4705,01.01.1850,31.12.1850,410,
1457-4705,12.01.1847,31.12.1847,258,
1457-473X,05.02.1848,28.10.1848,85,
0783-9774,01.01.1995,31.12.1996,60000,
0783-9774,01.01.1990,31.12.1994,63000,
0782-6214,01.01.1995,31.12.2002,4206,
0782-6214,01.01.1993,31.12.1994,4490,
0782-6214,01.01.1991,31.12.1992,4708,
0782-6214,01.01.1990,31.12.1990,4615,
0782-6214,12.05.1983,31.12.1989,4112,
0355-9238,01.01.1990,31.12.1999,9500,
0356-3545,01.01.1988,31.12.1995,7449,
0789-8096,01.01.1997,31.12.1997,6986,
0789-8096,01.01.1995,31.12.1996,7086,
0789-8096,01.01.1990,31.12.1994,7226,
1457-4748,01.01.1831,,88,
1457-4748,01.01.1830,31.12.1830,113,
1457-4748,01.01.1829,31.12.1829,247,
0783-4810,01.01.1990,,1589,
1457-4888,01.01.1831,31.12.1831,94,
1457-4888,01.01.1827,31.12.1827,249,
0355-8533,01.01.1990,31.12.1990,4800,
0355-8525,01.01.1990,,4200,
1457-4721,01.01.1875,31.12.1875,1950,
1457-4721,01.01.1874,31.12.1874,1850,
1457-4721,01.01.1873,31.12.1873,1600,
1457-4721,01.01.1872,31.12.1872,1500,
1457-4721,01.01.1871,31.12.1871,850,
1457-4721,01.07.1870,31.12.1870,700,
1457-4721,04.01.1869,30.06.1870,900,
1457-4837,01.01.1860,,667,
1457-4837,01.01.1859,31.12.1859,976,
1457-4853,01.02.1854,31.12.1854,274,
0782-6605,01.01.1992,31.12.1993,2373,
0782-6605,01.01.1990,31.12.1991,2414,
1235-810X,01.01.1995,31.12.1998,5010,
1235-810X,01.01.1993,31.12.1994,5130,
1235-810X,01.01.1991,31.12.1992,5390,
1235-810X,01.01.1990,31.12.1990,5470,
1457-4799,01.01.1819,,495,
1457-4799,01.01.1816,31.12.1816,507,
1457-4799,01.01.1815,31.12.1815,486,
1457-4799,01.01.1814,31.12.1814,480,
1457-4799,01.01.1813,31.12.1813,430,
1457-4799,02.01.1810,31.12.1812,374,
1457-4829,05.01.1821,,285,
1457-4780,08.01.1800,,200,
1457-4802,01.01.1860,,328,
1457-4802,01.01.1855,31.12.1855,499,
1457-4802,01.01.1850,31.12.1850,601,
1457-4802,01.01.1845,31.12.1845,364,
1457-4802,01.01.1840,31.12.1840,408,
1457-4802,01.01.1835,31.12.1835,238,
1457-4802,01.01.1830,31.12.1830,276,
1457-4802,01.01.1825,31.12.1825,297,
1457-4802,05.01.1820,31.12.1820,281,
1236-8415,01.01.1995,31.12.1996,4201,
1236-8415,01.01.1993,31.12.1994,4390,
1236-8415,01.01.1991,31.12.1992,4517,
1236-8415,01.01.1990,31.12.1990,4446,
1457-8999,01.01.1995,31.12.1996,1914,
1457-8999,01.01.1993,31.12.1994,2093,
1457-8999,01.01.1991,31.12.1992,1914,
1457-8999,01.01.1989,31.12.1990,1801,
fk14352,01.01.1990,31.12.1996,1895,
0788-8376,01.01.1995,,6361,
0788-8376,01.01.1994,31.12.1994,6130,
0788-8376,01.01.1991,31.12.1993,7309,
0784-1663,01.01.1996,31.12.1997,5041,
0784-1663,01.01.1995,31.12.1995,5210,
0784-1663,01.01.1994,31.12.1994,5443,
0784-1663,01.01.1990,31.12.1993,5256,
0359-5064,01.01.1998,31.12.1998,12988,
0359-5064,01.01.1997,31.12.1997,13225,
0359-5064,01.01.1996,31.12.1996,13597,
0359-5064,01.01.1991,31.12.1993,14777,
0359-5064,01.01.1990,31.12.1990,14860,
0355-8754,01.01.1997,31.12.1997,9645,
0355-8754,01.01.1995,31.12.1996,10086,
0355-8754,01.01.1994,31.12.1994,10079,
0355-8754,01.01.1991,31.12.1993,10138,
0355-8754,01.01.1990,31.12.1990,10230,
1235-9963,01.01.1996,31.12.1997,8655,
1235-9963,01.01.1994,31.12.1995,8915,
1235-9963,01.01.1992,31.12.1993,9259,
1235-9963,01.01.1990,31.12.1991,9265,
0355-421X,01.01.1997,31.12.1997,123175,
0355-421X,01.01.1996,31.12.1996,122275,
0355-421X,01.01.1995,31.12.1995,123435,
0355-421X,01.01.1990,31.12.1994,122405,
fk14497,01.01.1996,31.12.1997,7338,
fk14497,01.01.1994,31.12.1995,7699,
fk14497,01.01.1990,31.12.1993,8176,
fk15603,01.01.1996,31.12.1996,6500,
fk15603,01.01.1994,31.12.1995,5991,
fk15603,01.01.1992,31.12.1993,6365,
fk15603,01.01.1991,31.12.1991,6524,
fk15603,01.01.1990,31.12.1990,6889,
1235-7138,01.01.1995,,2513,
1235-7138,01.01.1992,31.12.1994,2911,
1235-7138,01.01.1990,31.12.1991,3120,
0356-2204,01.01.1990,,10988,
0357-9107,01.01.1996,31.12.1998,4562,
1236-8652,01.01.1994,31.12.1994,5219,
1236-8652,01.01.1993,31.12.1993,5334,
1236-8652,01.01.1992,31.12.1992,5458,
1236-8652,01.01.1991,31.12.1991,5518,
1236-8652,01.01.1990,31.12.1990,5504,
1236-8652,01.01.1989,31.12.1989,5429,
1236-8652,01.01.1988,31.12.1988,5260,
1236-8652,01.01.1987,31.12.1987,5173,
1236-8652,01.01.1986,31.12.1986,4869,
1236-8652,01.01.1985,31.12.1985,4682,
1236-8652,01.01.1984,31.12.1984,4536,
1236-8652,01.01.1983,31.12.1983,4457,
1236-8652,01.01.1982,31.12.1982,4161,
1236-8652,04.06.1981,31.12.1981,3739,
1236-5602,01.01.1997,31.12.1998,4348,
1236-5602,01.01.1995,31.12.1996,4740,
1236-5602,01.01.1993,31.12.1994,5311,
1236-5602,01.01.1991,31.12.1992,5757,
1236-5602,01.01.1990,31.12.1990,5965,
fk16193,01.01.1995,31.12.1996,3908,
fk16193,01.01.1993,31.12.1994,4259,
fk16193,01.01.1990,31.12.1992,4744,
fk16193,08.09.1988,31.12.1989,4928,
fk16193,01.01.1985,07.09.1988,4635,
fk16193,01.01.1983,31.12.1984,3935,
fk16193,01.01.1980,31.12.1982,3462,
0780-7392,01.01.1995,31.12.1995,7006,
0780-7392,01.01.1993,31.12.1994,7197,
0780-7392,01.01.1991,31.12.1992,7155,
0780-7392,01.01.1989,31.12.1990,7020,
0780-7392,01.01.1987,31.12.1988,7017,
0780-7392,01.01.1985,31.12.1986,6884,
0780-7392,06.10.1983,31.12.1984,6555,
0781-9234,17.12.1975,31.12.1996,19400,
0780-9751,01.01.1994,31.12.1997,40200,
0780-9751,01.01.1993,31.12.1993,40035,
0780-9751,01.01.1992,31.12.1992,39000,
0780-9751,01.01.1990,31.12.1991,38000,
0780-9751,01.01.1989,31.12.1989,37000,
1238-8440,01.01.1996,31.12.1996,32700,
0780-9751,01.01.1988,31.12.1988,35500,
0780-9751,01.01.1987,31.12.1987,33000,
0780-9751,01.01.1984,31.12.1986,32000,
1238-8440,01.01.1995,31.12.1995,33000,
1238-8440,01.01.1994,31.12.1994,32500,
1238-8440,01.01.1993,31.12.1993,32000,
1238-8440,01.01.1989,31.12.1992,35000,
1238-8440,01.01.1988,31.12.1988,33000,
1238-8440,01.01.1984,31.12.1987,32000,
1238-8440,01.01.1983,31.12.1983,30500,
1238-8440,01.01.1982,31.12.1982,25500,
1238-8440,01.01.1981,31.12.1981,25000,
1238-8440,01.01.1980,31.12.1980,22000,
1238-8440,01.01.1979,31.12.1979,21600,
1238-8440,01.01.1978,31.12.1978,20000,
1238-8440,01.01.1977,31.12.1977,17000,
1238-8440,01.01.1976,31.12.1976,16600,
1238-8440,01.01.1975,31.12.1975,14000,
1238-8440,21.04.1972,31.12.1974,13000,
0359-4157,01.01.1988,,1432,
0359-4157,01.01.1986,31.12.1987,1291,
0359-4157,15.10.1981,31.12.1985,1153,
fk17333,01.01.1996,09.03.2009,7800,
fk17333,01.01.1992,31.12.1995,10500,
fk17333,01.01.1988,31.12.1991,10000,
fk17333,01.01.1984,31.12.1987,8100,
fk17333,01.11.1966,31.12.1983,7500,
fk17309,01.01.1995,31.12.1998,17000,
fk17309,11.08.1982,31.12.1994,20050,
0789-8347,01.01.1997,31.12.1998,7183,
0789-8347,01.01.1996,31.12.1996,7119,
0789-8347,01.01.1995,31.12.1995,7067,
0789-8347,01.01.1994,31.12.1994,7181,
0789-8347,01.01.1993,31.12.1993,7069,
0789-8347,01.01.1992,31.12.1992,7128,
0789-8347,01.01.1991,31.12.1991,6885,
0789-8347,01.01.1990,31.12.1990,6572,
0789-8347,01.01.1989,31.12.1989,6266,
0789-8347,01.01.1988,31.12.1988,6072,
0789-8347,01.01.1987,31.12.1987,5739,
0789-8347,01.01.1986,31.12.1986,5612,
0789-8347,01.01.1980,31.12.1985,6004,
0789-8347,01.01.1978,31.12.1979,6733,
0789-8347,20.01.1967,31.12.1977,8035,
fk17285,01.01.1992,,3951,
fk17285,07.08.1991,31.12.1991,6212,
1455-013X,21.09.1995,,15000,
1236-4495,01.01.1998,31.12.2000,6847,
1236-4495,01.01.1997,31.12.1997,7600,
1236-4495,01.01.1990,31.12.1996,8000,
1236-4495,01.01.1989,31.12.1989,7600,
1236-4495,01.01.1987,31.12.1987,8700,
1236-4495,01.01.1985,07.02.1985,7774,
1236-4495,01.01.1982,31.12.1982,7669,
1236-4495,01.01.1980,31.12.1980,8814,
0359-7067,01.01.1996,31.12.1996,5727,
0359-7067,01.01.1994,31.12.1995,5816,
0359-7067,01.01.1992,31.12.1993,6101,
0359-7067,01.01.1990,31.12.1991,6411,
0359-7067,01.01.1988,31.12.1989,6103,
0359-7067,01.01.1986,31.12.1987,5724,
0359-7067,01.01.1984,31.12.1985,5411,
0359-7067,23.12.1960,31.12.1983,4942,
fk30076,19.03.1969,,9500,
fk30077,04.02.1971,,9500,
fk16219,01.01.1990,,19200,
fk16219,01.01.1988,31.12.1989,18800,
fk16219,01.01.1987,31.12.1987,17800,
fk16219,01.01.1986,31.12.1986,17700,
fk16219,01.01.1985,31.12.1985,21400,
fk16219,01.01.1984,31.12.1984,16900,
fk16219,01.01.1983,31.12.1983,17000,
fk16219,01.01.1982,31.12.1982,16460,
fk16219,01.01.1981,31.12.1981,16000,
fk16219,01.01.1980,31.12.1980,14725,
fk16219,01.01.1979,31.12.1979,13720,
fk16219,01.01.1977,31.12.1978,13410,
fk16219,01.01.1976,31.12.1976,12850,
fk16219,01.01.1975,31.12.1975,12500,
fk16219,01.01.1971,31.12.1974,9500,
1795-9748,01.01.1996,31.12.1996,5843,
1795-9748,01.01.1994,31.12.1995,5986,
1795-9748,01.01.1992,31.12.1993,6257,
1795-9748,01.01.1990,31.12.1991,6355,
1795-9748,01.01.1988,31.12.1989,6171,
1795-9748,01.01.1984,31.12.1985,6054,
1795-9748,01.01.1982,31.12.1983,5957,
1795-9748,01.01.1980,31.12.1981,5684,
1795-9748,01.01.1978,31.12.1979,5566,
1795-9748,01.01.1977,31.12.1977,5536,
0359-2812,01.01.1997,31.12.1998,19300,
0359-2812,06.01.1995,31.12.1996,19200,
0359-2812,06.01.1993,05.01.1995,19100,
0359-2812,06.01.1991,05.01.1993,18500,
0359-2812,06.01.1990,05.01.1991,18700,
0359-2812,06.01.1988,05.01.1990,18100,
0359-2812,04.01.1987,05.01.1988,17800,
0359-2812,09.01.1985,03.01.1987,16700,
0359-2812,05.01.1983,08.01.1985,16200,
0359-2812,10.02.1982,04.01.1983,20000,
